gene_id_simplified	V1	V1V2shared
ENSG00000124003	yes	yes
ENSG00000124089	yes	yes
ENSG00000124091	yes	NA
ENSG00000124092	yes	yes
ENSG00000124134	yes	yes
ENSG00000124143	yes	yes
ENSG00000124157	yes	yes
ENSG00000124159	yes	yes
ENSG00000124194	yes	yes
ENSG00000124196	yes	yes
ENSG00000124227	yes	yes
ENSG00000124232	yes	yes
ENSG00000124233	yes	yes
ENSG00000124237	yes	yes
ENSG00000124249	yes	yes
ENSG00000124251	yes	yes
ENSG00000124260	yes	yes
ENSG00000124343	yes	yes
ENSG00000124391	yes	yes
ENSG00000124449	yes	yes
ENSG00000124467	yes	yes
ENSG00000124479	yes	yes
ENSG00000124490	yes	yes
ENSG00000124493	yes	yes
ENSG00000124564	yes	yes
ENSG00000124568	yes	yes
ENSG00000124664	yes	NA
ENSG00000124678	yes	yes
ENSG00000124701	yes	yes
ENSG00000124743	yes	yes
ENSG00000124749	yes	yes
ENSG00000124780	yes	yes
ENSG00000124812	yes	yes
ENSG00000124818	yes	yes
ENSG00000124827	yes	yes
ENSG00000124839	yes	yes
ENSG00000124875	yes	yes
ENSG00000124900	yes	yes
ENSG00000124935	yes	yes
ENSG00000124939	yes	yes
ENSG00000125207	yes	yes
ENSG00000125255	yes	yes
ENSG00000125337	yes	yes
ENSG00000125363	yes	NA
ENSG00000125398	yes	yes
ENSG00000125409	yes	yes
ENSG00000125414	yes	yes
ENSG00000125462	yes	yes
ENSG00000125492	yes	yes
ENSG00000125508	yes	yes
ENSG00000125522	yes	yes
ENSG00000125533	yes	yes
ENSG00000125551	yes	yes
ENSG00000125571	yes	yes
ENSG00000125787	yes	yes
ENSG00000125788	yes	yes
ENSG00000125798	yes	yes
ENSG00000125813	yes	yes
ENSG00000125815	yes	yes
ENSG00000125816	yes	yes
ENSG00000125820	yes	yes
ENSG00000125823	yes	yes
ENSG00000125831	yes	yes
ENSG00000125848	yes	yes
ENSG00000125850	yes	yes
ENSG00000125851	yes	yes
ENSG00000125861	yes	yes
ENSG00000125872	yes	yes
ENSG00000125879	yes	yes
ENSG00000125888	yes	yes
ENSG00000125895	yes	yes
ENSG00000125903	yes	yes
ENSG00000125931	yes	yes
ENSG00000125965	yes	yes
ENSG00000125975	yes	yes
ENSG00000125998	yes	yes
ENSG00000125999	yes	yes
ENSG00000126218	yes	yes
ENSG00000126231	yes	yes
ENSG00000126233	yes	yes
ENSG00000126251	yes	yes
ENSG00000126259	yes	yes
ENSG00000126266	yes	yes
ENSG00000126337	yes	yes
ENSG00000126500	yes	yes
ENSG00000126549	yes	yes
ENSG00000126550	yes	yes
ENSG00000126562	yes	yes
ENSG00000126583	yes	yes
ENSG00000126733	yes	yes
ENSG00000126752	yes	yes
ENSG00000126778	yes	yes
ENSG00000126861	yes	yes
ENSG00000126952	yes	yes
ENSG00000127074	yes	yes
ENSG00000127083	yes	yes
ENSG00000127129	yes	yes
ENSG00000127318	yes	yes
ENSG00000127324	yes	yes
ENSG00000127362	yes	yes
ENSG00000127364	yes	yes
ENSG00000127366	yes	yes
ENSG00000127377	yes	yes
ENSG00000127412	yes	yes
ENSG00000127515	yes	yes
ENSG00000127529	yes	yes
ENSG00000127530	yes	yes
ENSG00000127588	yes	yes
ENSG00000127743	yes	yes
ENSG00000127780	yes	yes
ENSG00000127928	yes	yes
ENSG00000128045	yes	yes
ENSG00000128165	yes	yes
ENSG00000128242	yes	yes
ENSG00000128253	yes	yes
ENSG00000128276	yes	yes
ENSG00000128285	yes	yes
ENSG00000128310	yes	yes
ENSG00000128313	yes	yes
ENSG00000128322	yes	yes
ENSG00000128346	yes	yes
ENSG00000128408	yes	yes
ENSG00000128422	yes	yes
ENSG00000128482	yes	yes
ENSG00000128510	yes	yes
ENSG00000128519	yes	yes
ENSG00000128606	yes	yes
ENSG00000128610	yes	yes
ENSG00000128617	yes	yes
ENSG00000128645	yes	yes
ENSG00000128652	yes	yes
ENSG00000128683	yes	yes
ENSG00000128710	yes	yes
ENSG00000128713	yes	yes
ENSG00000128714	yes	yes
ENSG00000128965	yes	yes
ENSG00000129009	yes	yes
ENSG00000129048	yes	yes
ENSG00000129151	yes	yes
ENSG00000129152	yes	yes
ENSG00000129167	yes	yes
ENSG00000129170	yes	yes
ENSG00000129204	yes	yes
ENSG00000129214	yes	yes
ENSG00000129221	yes	yes
ENSG00000129437	yes	yes
ENSG00000129451	yes	yes
ENSG00000129455	yes	yes
ENSG00000129514	yes	yes
ENSG00000129673	yes	yes
ENSG00000129744	yes	yes
ENSG00000129749	yes	yes
ENSG00000129862	yes	yes
ENSG00000129864	yes	yes
ENSG00000129873	yes	yes
ENSG00000129910	yes	yes
ENSG00000129965	yes	NA
ENSG00000129988	yes	yes
ENSG00000130045	yes	yes
ENSG00000130054	yes	yes
ENSG00000130055	yes	yes
ENSG00000130167	yes	yes
ENSG00000130182	yes	yes
ENSG00000130226	yes	yes
ENSG00000130234	yes	yes
ENSG00000130283	yes	yes
ENSG00000130287	yes	yes
ENSG00000130294	yes	yes
ENSG00000130377	yes	yes
ENSG00000130383	yes	yes
ENSG00000130385	yes	yes
ENSG00000130427	yes	yes
ENSG00000130528	yes	yes
ENSG00000130540	yes	yes
ENSG00000130643	yes	yes
ENSG00000130675	yes	yes
ENSG00000130701	yes	yes
ENSG00000130711	yes	yes
ENSG00000130720	yes	yes
ENSG00000130751	yes	yes
ENSG00000130762	yes	yes
ENSG00000130768	yes	yes
ENSG00000130822	yes	yes
ENSG00000130829	yes	yes
ENSG00000130876	yes	yes
ENSG00000130950	yes	yes
ENSG00000130957	yes	yes
ENSG00000131015	yes	yes
ENSG00000131019	yes	yes
ENSG00000131044	yes	yes
ENSG00000131050	yes	yes
ENSG00000131055	yes	yes
ENSG00000131059	yes	yes
ENSG00000131068	yes	yes
ENSG00000131080	yes	yes
ENSG00000131096	yes	yes
ENSG00000131097	yes	yes
ENSG00000131126	yes	yes
ENSG00000131142	yes	yes
ENSG00000131183	yes	yes
ENSG00000131233	yes	yes
ENSG00000131264	yes	yes
ENSG00000131409	yes	yes
ENSG00000131482	yes	yes
ENSG00000131668	yes	yes
ENSG00000131686	yes	yes
ENSG00000131721	yes	yes
ENSG00000131730	yes	yes
ENSG00000131737	yes	yes
ENSG00000131738	yes	yes
ENSG00000131771	yes	yes
ENSG00000131808	yes	yes
ENSG00000131864	yes	yes
ENSG00000131910	yes	yes
ENSG00000131914	yes	yes
ENSG00000131969	yes	yes
ENSG00000132026	yes	yes
ENSG00000132031	yes	yes
ENSG00000132259	yes	yes
ENSG00000132297	yes	yes
ENSG00000132429	yes	yes
ENSG00000132437	yes	yes
ENSG00000132446	yes	yes
ENSG00000132517	yes	yes
ENSG00000132631	yes	yes
ENSG00000132671	yes	yes
ENSG00000132677	yes	yes
ENSG00000132681	yes	yes
ENSG00000132692	yes	yes
ENSG00000132693	yes	yes
ENSG00000132698	yes	yes
ENSG00000132702	yes	yes
ENSG00000132703	yes	yes
ENSG00000132746	yes	yes
ENSG00000132793	yes	yes
ENSG00000132821	yes	yes
ENSG00000132854	yes	yes
ENSG00000132855	yes	yes
ENSG00000132872	yes	yes
ENSG00000132874	yes	yes
ENSG00000132911	yes	yes
ENSG00000132915	yes	yes
ENSG00000132932	yes	yes
ENSG00000132938	yes	yes
ENSG00000132958	yes	NA
ENSG00000132972	yes	yes
ENSG00000132975	yes	yes
ENSG00000133020	yes	yes
ENSG00000133105	yes	yes
ENSG00000133107	yes	yes
ENSG00000133115	yes	yes
ENSG00000133124	yes	yes
ENSG00000133135	yes	yes
ENSG00000133433	yes	yes
ENSG00000133475	yes	yes
ENSG00000133640	yes	yes
ENSG00000133665	yes	yes
ENSG00000133878	yes	yes
ENSG00000133937	yes	yes
ENSG00000133980	yes	yes
ENSG00000134007	yes	yes
ENSG00000134020	yes	yes
ENSG00000134028	yes	yes
ENSG00000134115	yes	yes
ENSG00000134183	yes	yes
ENSG00000134200	yes	yes
ENSG00000134207	yes	yes
ENSG00000134216	yes	yes
ENSG00000134240	yes	yes
ENSG00000134249	yes	yes
ENSG00000134258	yes	yes
ENSG00000134259	yes	yes
ENSG00000134343	yes	yes
ENSG00000134363	yes	yes
ENSG00000134365	yes	yes
ENSG00000134376	yes	yes
ENSG00000134389	yes	yes
ENSG00000134398	yes	yes
ENSG00000134438	yes	yes
ENSG00000134443	yes	yes
ENSG00000134538	yes	yes
ENSG00000134551	yes	yes
ENSG00000134569	yes	yes
ENSG00000134588	yes	yes
ENSG00000134595	yes	yes
ENSG00000134640	yes	yes
ENSG00000134716	yes	yes
ENSG00000134757	yes	yes
ENSG00000134760	yes	yes
ENSG00000134762	yes	yes
ENSG00000134775	yes	yes
ENSG00000134873	yes	yes
ENSG00000134917	yes	yes
ENSG00000134940	yes	yes
ENSG00000134962	yes	yes
ENSG00000135097	yes	yes
ENSG00000135100	yes	yes
ENSG00000135116	yes	yes
ENSG00000135175	yes	yes
ENSG00000135220	yes	yes
ENSG00000135248	yes	yes
ENSG00000135253	yes	yes
ENSG00000135298	yes	yes
ENSG00000135312	yes	yes
ENSG00000135314	yes	yes
ENSG00000135333	yes	yes
ENSG00000135346	yes	yes
ENSG00000135355	yes	yes
ENSG00000135374	yes	yes
ENSG00000135406	yes	yes
ENSG00000135413	yes	yes
ENSG00000135436	yes	yes
ENSG00000135443	yes	yes
ENSG00000135447	yes	yes
ENSG00000135454	yes	yes
ENSG00000135472	yes	yes
ENSG00000135502	yes	yes
ENSG00000135517	yes	yes
ENSG00000135569	yes	yes
ENSG00000135577	yes	yes
ENSG00000135625	yes	yes
ENSG00000135638	yes	yes
ENSG00000135697	yes	yes
ENSG00000135702	yes	yes
ENSG00000135744	yes	yes
ENSG00000135747	yes	yes
ENSG00000135750	yes	yes
ENSG00000135773	yes	yes
ENSG00000135824	yes	yes
ENSG00000135902	yes	yes
ENSG00000135903	yes	yes
ENSG00000135914	yes	yes
ENSG00000135917	yes	yes
ENSG00000135973	yes	yes
ENSG00000136099	yes	yes
ENSG00000136155	yes	yes
ENSG00000136206	yes	NA
ENSG00000136267	yes	yes
ENSG00000136297	yes	yes
ENSG00000136327	yes	yes
ENSG00000136352	yes	yes
ENSG00000136457	yes	yes
ENSG00000136487	yes	yes
ENSG00000136488	yes	yes
ENSG00000136535	yes	yes
ENSG00000136546	yes	yes
ENSG00000136688	yes	yes
ENSG00000136694	yes	yes
ENSG00000136695	yes	yes
ENSG00000136696	yes	yes
ENSG00000136697	yes	yes
ENSG00000136698	yes	yes
ENSG00000136750	yes	yes
ENSG00000136834	yes	yes
ENSG00000136839	yes	yes
ENSG00000136881	yes	yes
ENSG00000136883	yes	yes
ENSG00000136918	yes	yes
ENSG00000136928	yes	yes
ENSG00000136939	yes	yes
ENSG00000136943	yes	yes
ENSG00000136944	yes	yes
ENSG00000137080	yes	yes
ENSG00000137090	yes	yes
ENSG00000137142	yes	yes
ENSG00000137203	yes	yes
ENSG00000137204	yes	yes
ENSG00000137251	yes	yes
ENSG00000137252	yes	yes
ENSG00000137261	yes	yes
ENSG00000137270	yes	yes
ENSG00000137434	yes	yes
ENSG00000137440	yes	yes
ENSG00000137463	yes	yes
ENSG00000137473	yes	yes
ENSG00000137558	yes	yes
ENSG00000137561	yes	yes
ENSG00000137648	yes	yes
ENSG00000137673	yes	yes
ENSG00000137674	yes	yes
ENSG00000137675	yes	yes
ENSG00000137699	yes	yes
ENSG00000137707	yes	yes
ENSG00000137709	yes	yes
ENSG00000137745	yes	yes
ENSG00000137766	yes	yes
ENSG00000137809	yes	yes
ENSG00000137819	yes	yes
ENSG00000137860	yes	yes
ENSG00000137868	yes	yes
ENSG00000137872	yes	yes
ENSG00000137875	yes	yes
ENSG00000137948	yes	yes
ENSG00000137968	yes	yes
ENSG00000137975	yes	yes
ENSG00000137976	yes	yes
ENSG00000138028	yes	yes
ENSG00000138039	yes	yes
ENSG00000138068	yes	yes
ENSG00000138075	yes	yes
ENSG00000138083	yes	yes
ENSG00000138100	yes	yes
ENSG00000138109	yes	yes
ENSG00000138131	yes	yes
ENSG00000138135	yes	yes
ENSG00000138136	yes	yes
ENSG00000138152	yes	yes
ENSG00000138308	yes	yes
ENSG00000138316	yes	yes
ENSG00000138347	yes	yes
ENSG00000138379	yes	yes
ENSG00000138395	yes	yes
ENSG00000138400	yes	yes
ENSG00000138435	yes	yes
ENSG00000138472	yes	yes
ENSG00000138483	yes	yes
ENSG00000138615	yes	yes
ENSG00000138622	yes	yes
ENSG00000138650	yes	yes
ENSG00000138653	yes	yes
ENSG00000138675	yes	yes
ENSG00000138684	yes	yes
ENSG00000138741	yes	yes
ENSG00000138769	yes	yes
ENSG00000138771	yes	yes
ENSG00000138813	yes	yes
ENSG00000138823	yes	yes
ENSG00000138892	yes	yes
ENSG00000139144	yes	yes
ENSG00000139151	yes	yes
ENSG00000139200	yes	yes
ENSG00000139209	yes	yes
ENSG00000139219	yes	yes
ENSG00000139220	yes	yes
ENSG00000139223	yes	yes
ENSG00000139269	yes	yes
ENSG00000139287	yes	yes
ENSG00000139292	yes	yes
ENSG00000139304	yes	yes
ENSG00000139329	yes	yes
ENSG00000139330	yes	yes
ENSG00000139352	yes	yes
ENSG00000139364	yes	yes
ENSG00000139445	yes	yes
ENSG00000139515	yes	yes
ENSG00000139540	yes	yes
ENSG00000139547	yes	yes
ENSG00000139549	yes	NA
ENSG00000139574	yes	yes
ENSG00000139648	yes	yes
ENSG00000139656	yes	yes
ENSG00000139780	yes	yes
ENSG00000139797	yes	yes
ENSG00000139865	yes	yes
ENSG00000139910	yes	yes
ENSG00000139973	yes	yes
ENSG00000139985	yes	yes
ENSG00000139988	yes	yes
ENSG00000140015	yes	yes
ENSG00000140067	yes	yes
ENSG00000140093	yes	yes
ENSG00000140107	yes	yes
ENSG00000140254	yes	yes
ENSG00000140274	yes	yes
ENSG00000140279	yes	yes
ENSG00000140284	yes	yes
ENSG00000140297	yes	yes
ENSG00000140465	yes	yes
ENSG00000140478	yes	yes
ENSG00000140481	yes	yes
ENSG00000140488	yes	NA
ENSG00000140505	yes	yes
ENSG00000140506	yes	yes
ENSG00000140519	yes	yes
ENSG00000140522	yes	yes
ENSG00000140527	yes	yes
ENSG00000140538	yes	yes
ENSG00000140557	yes	yes
ENSG00000140675	yes	yes
ENSG00000140795	yes	yes
ENSG00000140798	yes	yes
ENSG00000140832	yes	yes
ENSG00000140835	yes	yes
ENSG00000140839	yes	yes
ENSG00000140873	yes	yes
ENSG00000140955	yes	yes
ENSG00000140986	yes	NA
ENSG00000141052	yes	yes
ENSG00000141096	yes	yes
ENSG00000141194	yes	yes
ENSG00000141200	yes	yes
ENSG00000141316	yes	yes
ENSG00000141338	yes	yes
ENSG00000141371	yes	yes
ENSG00000141391	yes	yes
ENSG00000141433	yes	yes
ENSG00000141434	yes	yes
ENSG00000141437	yes	yes
ENSG00000141485	yes	yes
ENSG00000141527	yes	yes
ENSG00000141639	yes	yes
ENSG00000141738	yes	yes
ENSG00000141748	yes	yes
ENSG00000141750	yes	yes
ENSG00000141946	yes	yes
ENSG00000141977	yes	yes
ENSG00000142025	yes	NA
ENSG00000142149	yes	yes
ENSG00000142182	yes	yes
ENSG00000142224	yes	yes
ENSG00000142233	yes	NA
ENSG00000142273	yes	yes
ENSG00000142319	yes	yes
ENSG00000142449	yes	yes
ENSG00000142494	yes	yes
ENSG00000142511	yes	yes
ENSG00000142515	yes	yes
ENSG00000142530	yes	yes
ENSG00000142538	yes	yes
ENSG00000142549	yes	yes
ENSG00000142615	yes	yes
ENSG00000142619	yes	yes
ENSG00000142621	yes	yes
ENSG00000142623	yes	yes
ENSG00000142661	yes	yes
ENSG00000142677	yes	yes
ENSG00000142698	yes	yes
ENSG00000142700	yes	yes
ENSG00000142789	yes	yes
ENSG00000143001	yes	yes
ENSG00000143006	yes	yes
ENSG00000143028	yes	yes
ENSG00000143032	yes	yes
ENSG00000143036	yes	yes
ENSG00000143061	yes	yes
ENSG00000143105	yes	yes
ENSG00000143107	yes	yes
ENSG00000143125	yes	yes
ENSG00000143127	yes	yes
ENSG00000143171	yes	yes
ENSG00000143196	yes	yes
ENSG00000143199	yes	yes
ENSG00000143257	yes	NA
ENSG00000143278	yes	yes
ENSG00000143318	yes	yes
ENSG00000143320	yes	yes
ENSG00000143340	yes	yes
ENSG00000143355	yes	yes
ENSG00000143469	yes	yes
ENSG00000143473	yes	yes
ENSG00000143512	yes	yes
ENSG00000143520	yes	yes
ENSG00000143536	yes	yes
ENSG00000143556	yes	yes
ENSG00000143590	yes	yes
ENSG00000143816	yes	yes
ENSG00000143839	yes	yes
ENSG00000143858	yes	yes
ENSG00000143867	yes	yes
ENSG00000143882	yes	yes
ENSG00000143921	yes	yes
ENSG00000143954	yes	yes
ENSG00000144015	yes	yes
ENSG00000144045	yes	yes
ENSG00000144191	yes	yes
ENSG00000144214	yes	yes
ENSG00000144227	yes	yes
ENSG00000144229	yes	yes
ENSG00000144230	yes	yes
ENSG00000144278	yes	yes
ENSG00000144285	yes	yes
ENSG00000144339	yes	NA
ENSG00000144355	yes	yes
ENSG00000144406	yes	yes
ENSG00000144410	yes	yes
ENSG00000144452	yes	yes
ENSG00000144481	yes	yes
ENSG00000144550	yes	yes
ENSG00000144583	yes	yes
ENSG00000144596	yes	yes
ENSG00000144619	yes	yes
ENSG00000144644	yes	yes
ENSG00000144671	yes	yes
ENSG00000144730	yes	yes
ENSG00000144771	yes	yes
ENSG00000144810	yes	yes
ENSG00000144821	yes	yes
ENSG00000144834	yes	yes
ENSG00000144847	yes	yes
ENSG00000144852	yes	yes
ENSG00000144891	yes	yes
ENSG00000144908	yes	yes
ENSG00000144962	yes	yes
ENSG00000145002	yes	yes
ENSG00000145040	yes	yes
ENSG00000145087	yes	yes
ENSG00000145107	yes	yes
ENSG00000145147	yes	yes
ENSG00000145192	yes	yes
ENSG00000145198	yes	yes
ENSG00000145242	yes	yes
ENSG00000145248	yes	yes
ENSG00000145283	yes	yes
ENSG00000145309	yes	yes
ENSG00000145321	yes	yes
ENSG00000145358	yes	yes
ENSG00000145384	yes	yes
ENSG00000145506	yes	yes
ENSG00000145526	yes	yes
ENSG00000145536	yes	yes
ENSG00000145626	yes	yes
ENSG00000145681	yes	yes
ENSG00000145692	yes	yes
ENSG00000145721	yes	yes
ENSG00000145757	yes	yes
ENSG00000145777	yes	yes
ENSG00000145794	yes	yes
ENSG00000145808	yes	yes
ENSG00000145824	yes	yes
ENSG00000145826	yes	yes
ENSG00000145832	yes	yes
ENSG00000145839	yes	yes
ENSG00000145861	yes	yes
ENSG00000145863	yes	yes
ENSG00000145879	yes	yes
ENSG00000145888	yes	yes
ENSG00000145920	yes	yes
ENSG00000145934	yes	yes
ENSG00000145975	yes	yes
ENSG00000146005	yes	yes
ENSG00000146006	yes	NA
ENSG00000146013	yes	yes
ENSG00000146038	yes	yes
ENSG00000146039	yes	yes
ENSG00000146047	yes	yes
ENSG00000146049	yes	yes
ENSG00000146090	yes	yes
ENSG00000146147	yes	yes
ENSG00000146151	yes	yes
ENSG00000146166	yes	yes
ENSG00000146197	yes	yes
ENSG00000146216	yes	yes
ENSG00000146221	yes	yes
ENSG00000146233	yes	yes
ENSG00000146242	yes	yes
ENSG00000146250	yes	yes
ENSG00000146267	yes	yes
ENSG00000146276	yes	yes
ENSG00000146352	yes	yes
ENSG00000146360	yes	yes
ENSG00000146378	yes	yes
ENSG00000146383	yes	yes
ENSG00000146385	yes	yes
ENSG00000146399	yes	yes
ENSG00000146411	yes	yes
ENSG00000146453	yes	yes
ENSG00000146477	yes	yes
ENSG00000146618	yes	yes
ENSG00000146678	yes	yes
ENSG00000146755	yes	yes
ENSG00000146809	yes	yes
ENSG00000146839	yes	yes
ENSG00000146857	yes	yes
ENSG00000146910	yes	yes
ENSG00000146926	yes	yes
ENSG00000147041	yes	yes
ENSG00000147059	yes	yes
ENSG00000147081	yes	yes
ENSG00000147100	yes	yes
ENSG00000147127	yes	yes
ENSG00000147160	yes	yes
ENSG00000147166	yes	yes
ENSG00000147183	yes	yes
ENSG00000147223	yes	yes
ENSG00000147255	yes	yes
ENSG00000147256	yes	yes
ENSG00000147257	yes	yes
ENSG00000147262	yes	yes
ENSG00000147381	yes	yes
ENSG00000147432	yes	yes
ENSG00000147434	yes	yes
ENSG00000147437	yes	yes
ENSG00000147481	yes	yes
ENSG00000147485	yes	yes
ENSG00000147488	yes	yes
ENSG00000147509	yes	yes
ENSG00000147571	yes	yes
ENSG00000147573	yes	yes
ENSG00000147588	yes	yes
ENSG00000147596	yes	yes
ENSG00000147613	yes	yes
ENSG00000147614	yes	yes
ENSG00000147655	yes	yes
ENSG00000147676	yes	yes
ENSG00000147689	yes	yes
ENSG00000147697	yes	yes
ENSG00000147724	yes	yes
ENSG00000147869	yes	yes
ENSG00000147873	yes	yes
ENSG00000147885	yes	yes
ENSG00000147896	yes	yes
ENSG00000148082	yes	yes
ENSG00000148123	yes	yes
ENSG00000148136	yes	yes
ENSG00000148156	yes	yes
ENSG00000148215	yes	yes
ENSG00000148357	yes	yes
ENSG00000148377	yes	NA
ENSG00000148386	yes	yes
ENSG00000148408	yes	yes
ENSG00000148602	yes	yes
ENSG00000148604	yes	yes
ENSG00000148677	yes	yes
ENSG00000148702	yes	yes
ENSG00000148704	yes	yes
ENSG00000148734	yes	yes
ENSG00000148735	yes	yes
ENSG00000148795	yes	yes
ENSG00000148798	yes	yes
ENSG00000148826	yes	yes
ENSG00000148942	yes	yes
ENSG00000148948	yes	yes
ENSG00000148965	yes	yes
ENSG00000149021	yes	yes
ENSG00000149043	yes	NA
ENSG00000149050	yes	yes
ENSG00000149090	yes	yes
ENSG00000149133	yes	yes
ENSG00000149295	yes	yes
ENSG00000149300	yes	yes
ENSG00000149305	yes	yes
ENSG00000149380	yes	yes
ENSG00000149435	yes	yes
ENSG00000149451	yes	yes
ENSG00000149452	yes	yes
ENSG00000149488	yes	yes
ENSG00000149506	yes	yes
ENSG00000149507	yes	yes
ENSG00000149534	yes	yes
ENSG00000149571	yes	yes
ENSG00000149575	yes	yes
ENSG00000149596	yes	yes
ENSG00000149609	yes	yes
ENSG00000149633	yes	yes
ENSG00000149635	yes	yes
ENSG00000149646	yes	yes
ENSG00000149651	yes	yes
ENSG00000149654	yes	yes
ENSG00000149735	yes	yes
ENSG00000149742	yes	yes
ENSG00000149927	yes	NA
ENSG00000149948	yes	yes
ENSG00000149968	yes	yes
ENSG00000149972	yes	yes
ENSG00000150051	yes	yes
ENSG00000150201	yes	yes
ENSG00000150244	yes	yes
ENSG00000150261	yes	yes
ENSG00000150269	yes	yes
ENSG00000150275	yes	yes
ENSG00000150361	yes	yes
ENSG00000150551	yes	yes
ENSG00000150556	yes	yes
ENSG00000150628	yes	yes
ENSG00000150656	yes	yes
ENSG00000150676	yes	yes
ENSG00000150722	yes	yes
ENSG00000150750	yes	yes
ENSG00000150773	yes	yes
ENSG00000150783	yes	yes
ENSG00000150873	yes	yes
ENSG00000150893	yes	yes
ENSG00000151005	yes	yes
ENSG00000151025	yes	yes
ENSG00000151033	yes	yes
ENSG00000151224	yes	yes
ENSG00000151360	yes	yes
ENSG00000151364	yes	yes
ENSG00000151365	yes	yes
ENSG00000151379	yes	yes
ENSG00000151388	yes	yes
ENSG00000151418	yes	yes
ENSG00000151475	yes	yes
ENSG00000151572	yes	yes
ENSG00000151577	yes	yes
ENSG00000151615	yes	yes
ENSG00000151617	yes	yes
ENSG00000151655	yes	yes
ENSG00000151704	yes	yes
ENSG00000151790	yes	yes
ENSG00000151812	yes	yes
ENSG00000151834	yes	yes
ENSG00000151892	yes	yes
ENSG00000151952	yes	yes
ENSG00000151962	yes	yes
ENSG00000152049	yes	yes
ENSG00000152076	yes	yes
ENSG00000152086	yes	yes
ENSG00000152092	yes	yes
ENSG00000152093	yes	yes
ENSG00000152192	yes	yes
ENSG00000152208	yes	yes
ENSG00000152214	yes	yes
ENSG00000152266	yes	yes
ENSG00000152292	yes	yes
ENSG00000152430	yes	yes
ENSG00000152467	yes	yes
ENSG00000152578	yes	yes
ENSG00000152580	yes	yes
ENSG00000152591	yes	yes
ENSG00000152592	yes	yes
ENSG00000152611	yes	yes
ENSG00000152669	yes	yes
ENSG00000152670	yes	yes
ENSG00000152705	yes	yes
ENSG00000152779	yes	yes
ENSG00000152785	yes	yes
ENSG00000152822	yes	yes
ENSG00000152910	yes	yes
ENSG00000152936	yes	yes
ENSG00000152954	yes	yes
ENSG00000153002	yes	yes
ENSG00000153012	yes	yes
ENSG00000153060	yes	yes
ENSG00000153086	yes	yes
ENSG00000153093	yes	yes
ENSG00000153132	yes	yes
ENSG00000153230	yes	yes
ENSG00000153246	yes	yes
ENSG00000153291	yes	yes
ENSG00000153292	yes	yes
ENSG00000153294	yes	yes
ENSG00000153303	yes	yes
ENSG00000153404	yes	yes
ENSG00000153446	yes	yes
ENSG00000153498	yes	yes
ENSG00000153684	yes	NA
ENSG00000153779	yes	yes
ENSG00000153789	yes	yes
ENSG00000153802	yes	yes
ENSG00000153820	yes	yes
ENSG00000153822	yes	yes
ENSG00000153902	yes	yes
ENSG00000153930	yes	yes
ENSG00000153956	yes	yes
ENSG00000154007	yes	yes
ENSG00000154080	yes	yes
ENSG00000154096	yes	yes
ENSG00000154099	yes	yes
ENSG00000154118	yes	yes
ENSG00000154143	yes	yes
ENSG00000154162	yes	yes
ENSG00000154227	yes	yes
ENSG00000154269	yes	yes
ENSG00000154274	yes	yes
ENSG00000154277	yes	yes
ENSG00000154342	yes	yes
ENSG00000154415	yes	yes
ENSG00000154438	yes	yes
ENSG00000154478	yes	yes
ENSG00000154485	yes	yes
ENSG00000154493	yes	yes
ENSG00000154545	yes	yes
ENSG00000154548	yes	yes
ENSG00000154611	yes	yes
ENSG00000154639	yes	yes
ENSG00000154645	yes	yes
ENSG00000154646	yes	yes
ENSG00000154975	yes	yes
ENSG00000155011	yes	yes
ENSG00000155026	yes	yes
ENSG00000155052	yes	yes
ENSG00000155066	yes	yes
ENSG00000155087	yes	yes
ENSG00000155249	yes	yes
ENSG00000155269	yes	yes
ENSG00000155428	yes	yes
ENSG00000155495	yes	yes
ENSG00000155511	yes	yes
ENSG00000155714	yes	NA
ENSG00000155760	yes	yes
ENSG00000155761	yes	yes
ENSG00000155816	yes	yes
ENSG00000155833	yes	yes
ENSG00000155875	yes	yes
ENSG00000155886	yes	yes
ENSG00000155890	yes	yes
ENSG00000155897	yes	yes
ENSG00000155918	yes	yes
ENSG00000156006	yes	yes
ENSG00000156009	yes	yes
ENSG00000156076	yes	yes
ENSG00000156096	yes	yes
ENSG00000156097	yes	yes
ENSG00000156103	yes	yes
ENSG00000156150	yes	yes
ENSG00000156194	yes	yes
ENSG00000156219	yes	yes
ENSG00000156222	yes	yes
ENSG00000156234	yes	yes
ENSG00000156269	yes	yes
ENSG00000156282	yes	yes
ENSG00000156284	yes	yes
ENSG00000156413	yes	yes
ENSG00000156427	yes	yes
ENSG00000156466	yes	yes
ENSG00000156486	yes	yes
ENSG00000156574	yes	yes
ENSG00000156687	yes	yes
ENSG00000156920	yes	yes
ENSG00000156925	yes	yes
ENSG00000156959	yes	yes
ENSG00000156968	yes	yes
ENSG00000157005	yes	yes
ENSG00000157060	yes	yes
ENSG00000157093	yes	yes
ENSG00000157103	yes	yes
ENSG00000157111	yes	yes
ENSG00000157119	yes	yes
ENSG00000157131	yes	yes
ENSG00000157211	yes	yes
ENSG00000157214	yes	yes
ENSG00000157219	yes	yes
ENSG00000157315	yes	yes
ENSG00000157330	yes	yes
ENSG00000157335	yes	yes
ENSG00000157542	yes	yes
ENSG00000157703	yes	yes
ENSG00000157766	yes	yes
ENSG00000157851	yes	yes
ENSG00000157856	yes	yes
ENSG00000157884	yes	yes
